essround,idno,gndr,hincfel,grdfinc,gvctzpv,cntry
10,16745,Naine,Coping on present income,4,1,EE
10,16804,Naine,Living comfortably on present income,10,10,EE
10,16810,Mees,Living comfortably on present income,9,9,EE
10,16817,Mees,Coping on present income,8,8,EE
10,16818,Naine,Coping on present income,0,2,EE
10,16850,Naine,Living comfortably on present income,8,9,EE
10,16865,Naine,Coping on present income,2,3,EE
10,16869,Naine,Living comfortably on present income,5,4,EE
10,16883,Mees,Coping on present income,5,0,EE
10,16904,Naine,Coping on present income,10,8,EE
10,16914,Naine,Coping on present income,8,8,EE
10,16916,Naine,Coping on present income,10,10,EE
10,16919,Naine,Coping on present income,5,5,EE
10,16927,Mees,Difficult on present income,8,9,EE
10,16945,Mees,Living comfortably on present income,10,10,EE
10,16953,Naine,Coping on present income,8,5,EE
10,16964,Mees,Coping on present income,10,10,EE
10,16971,Naine,Living comfortably on present income,7,9,EE
10,16972,Mees,Living comfortably on present income,8,8,EE
10,16978,Mees,Living comfortably on present income,6,6,EE
10,17047,Mees,Coping on present income,5,5,EE
10,17049,Naine,Coping on present income,10,10,EE
10,17066,Naine,Coping on present income,10,10,EE
10,17097,Naine,Living comfortably on present income,3,3,EE
10,17101,Naine,Coping on present income,10,10,EE
10,17139,Naine,Coping on present income,10,10,EE
10,17141,Naine,Living comfortably on present income,6,5,EE
10,17145,Mees,Coping on present income,10,10,EE
10,17151,Mees,Difficult on present income,6,7,EE
10,17153,Mees,Coping on present income,8,8,EE
10,17162,Mees,Coping on present income,6,9,EE
10,17197,Mees,Very difficult on present income,10,10,EE
10,17200,Mees,Coping on present income,9,9,EE
10,17202,Naine,Coping on present income,8,8,EE
10,17205,Naine,Living comfortably on present income,10,10,EE
10,17233,Naine,Coping on present income,NA,NA,EE
10,17242,Naine,Difficult on present income,9,9,EE
10,17261,Naine,Difficult on present income,10,10,EE
10,17267,Mees,Coping on present income,7,8,EE
10,17271,Naine,Difficult on present income,7,8,EE
10,17285,Naine,Living comfortably on present income,10,10,EE
10,17299,Mees,Living comfortably on present income,7,5,EE
10,17310,Naine,Very difficult on present income,7,7,EE
10,17322,Naine,Very difficult on present income,10,10,EE
10,17338,Naine,Coping on present income,10,10,EE
10,17343,Mees,Coping on present income,5,6,EE
10,17344,Mees,Coping on present income,10,8,EE
10,17358,Naine,Coping on present income,9,10,EE
10,17374,Naine,Difficult on present income,6,6,EE
10,17394,Mees,Coping on present income,0,0,EE
10,17395,Mees,Difficult on present income,2,6,EE
10,17400,Naine,Difficult on present income,10,10,EE
10,17415,Naine,Living comfortably on present income,10,10,EE
10,17439,Mees,Living comfortably on present income,10,9,EE
10,17442,Naine,Coping on present income,8,8,EE
10,17453,Mees,Coping on present income,NA,9,EE
10,17462,Naine,Difficult on present income,8,7,EE
10,17488,Naine,Coping on present income,5,7,EE
10,17501,Naine,Coping on present income,10,9,EE
10,17503,Naine,Living comfortably on present income,7,9,EE
10,17509,Mees,Coping on present income,5,9,EE
10,17548,Mees,Living comfortably on present income,5,5,EE
10,17581,Naine,Difficult on present income,10,10,EE
10,17595,Mees,Difficult on present income,10,9,EE
10,17597,Naine,Coping on present income,5,5,EE
10,17601,Naine,Living comfortably on present income,4,8,EE
10,17605,Naine,Coping on present income,8,8,EE
10,17625,Mees,Very difficult on present income,8,6,EE
10,17641,Mees,Coping on present income,5,6,EE
10,17646,Naine,Coping on present income,10,10,EE
10,17665,Mees,Living comfortably on present income,5,10,EE
10,17727,Mees,Living comfortably on present income,7,6,EE
10,17741,Mees,Living comfortably on present income,5,5,EE
10,17744,Mees,Coping on present income,10,10,EE
10,17751,Mees,Living comfortably on present income,7,7,EE
10,17756,Naine,Difficult on present income,9,7,EE
10,17800,Mees,Coping on present income,10,10,EE
10,17818,Mees,Coping on present income,8,8,EE
10,17824,Naine,Coping on present income,5,3,EE
10,17827,Mees,Living comfortably on present income,6,6,EE
10,17830,Naine,Coping on present income,6,8,EE
10,17838,Naine,Coping on present income,8,8,EE
10,17841,Mees,Very difficult on present income,7,7,EE
10,17858,Naine,Coping on present income,5,10,EE
10,17893,Naine,Living comfortably on present income,8,9,EE
10,17896,Mees,Coping on present income,8,8,EE
10,17901,Mees,Living comfortably on present income,3,7,EE
10,17917,Naine,Coping on present income,3,1,EE
10,17925,Mees,Difficult on present income,5,5,EE
10,17945,Naine,Living comfortably on present income,7,7,EE
10,17967,Mees,Coping on present income,10,10,EE
10,17995,Naine,Living comfortably on present income,7,7,EE
10,18023,Mees,Coping on present income,4,8,EE
10,18043,Mees,Living comfortably on present income,10,10,EE
10,18046,Mees,Coping on present income,10,10,EE
10,18054,Naine,Coping on present income,7,7,EE
10,18088,Naine,Coping on present income,8,9,EE
10,18112,Mees,Coping on present income,10,10,EE
10,18116,Naine,Living comfortably on present income,7,8,EE
10,18120,Mees,Coping on present income,6,5,EE
10,18130,Naine,Living comfortably on present income,8,7,EE
10,18137,Naine,Coping on present income,10,10,EE
10,18138,Mees,Coping on present income,9,10,EE
10,18143,Mees,Coping on present income,5,5,EE
10,18153,Naine,Very difficult on present income,0,10,EE
10,18159,Naine,Coping on present income,7,9,EE
10,18170,Naine,Living comfortably on present income,4,7,EE
10,18189,Naine,Coping on present income,10,10,EE
10,18192,Naine,Difficult on present income,5,10,EE
10,18200,Naine,Living comfortably on present income,7,8,EE
10,18206,Mees,Coping on present income,2,10,EE
10,18207,Naine,Living comfortably on present income,7,7,EE
10,18211,Mees,Coping on present income,10,8,EE
10,18256,Naine,Living comfortably on present income,2,5,EE
10,18258,Naine,Coping on present income,7,6,EE
10,18271,Mees,Coping on present income,9,10,EE
10,18289,Naine,Coping on present income,8,8,EE
10,18293,Mees,Coping on present income,10,10,EE
10,18301,Mees,Living comfortably on present income,5,5,EE
10,18318,Mees,Coping on present income,3,7,EE
10,18321,Naine,Difficult on present income,8,10,EE
10,18324,Mees,Living comfortably on present income,7,7,EE
10,18331,Mees,Coping on present income,10,10,EE
10,18340,Mees,Coping on present income,7,7,EE
10,18343,Mees,Coping on present income,8,8,EE
10,18375,Naine,Coping on present income,8,8,EE
10,18378,Mees,Coping on present income,5,10,EE
10,18383,Mees,Coping on present income,7,8,EE
10,18407,Mees,Coping on present income,10,10,EE
10,18437,Naine,Coping on present income,7,8,EE
10,18439,Mees,Coping on present income,8,7,EE
10,18446,Mees,Very difficult on present income,10,10,EE
10,18447,Naine,Coping on present income,10,NA,EE
10,18449,Naine,Difficult on present income,8,9,EE
10,18461,Mees,Coping on present income,7,7,EE
10,18488,Mees,Living comfortably on present income,5,10,EE
10,18493,Naine,Living comfortably on present income,9,10,EE
10,18499,Naine,Coping on present income,2,2,EE
10,18509,Mees,Coping on present income,8,8,EE
10,18513,Mees,Coping on present income,9,6,EE
10,18516,Naine,Living comfortably on present income,7,3,EE
10,18525,Mees,Coping on present income,8,10,EE
10,18553,Naine,Living comfortably on present income,7,3,EE
10,18562,Mees,Coping on present income,5,7,EE
10,18564,Naine,Living comfortably on present income,10,10,EE
10,18610,Mees,Living comfortably on present income,10,10,EE
10,18632,Mees,Living comfortably on present income,7,7,EE
10,18634,Mees,Coping on present income,10,10,EE
10,18637,Naine,Coping on present income,10,10,EE
10,18652,Mees,Living comfortably on present income,6,6,EE
10,18653,Mees,Very difficult on present income,0,10,EE
10,18668,Naine,Coping on present income,6,6,EE
10,18679,Naine,Living comfortably on present income,7,8,EE
10,18715,Naine,Living comfortably on present income,8,9,EE
10,18737,Mees,Coping on present income,8,9,EE
10,18741,Mees,Difficult on present income,6,8,EE
10,18762,Naine,Coping on present income,5,7,EE
10,18776,Naine,Coping on present income,0,5,EE
10,18807,Naine,Very difficult on present income,10,10,EE
10,18809,Mees,Coping on present income,4,8,EE
10,18820,Naine,Living comfortably on present income,5,10,EE
10,18849,Naine,Living comfortably on present income,4,3,EE
10,18868,Mees,Coping on present income,10,10,EE
10,18875,Mees,Coping on present income,3,7,EE
10,18878,Naine,Living comfortably on present income,10,10,EE
10,18883,Naine,Coping on present income,10,10,EE
10,18908,Naine,Living comfortably on present income,8,9,EE
10,18916,Naine,Coping on present income,10,10,EE
10,18936,Naine,Coping on present income,8,8,EE
10,18974,Mees,Coping on present income,8,10,EE
10,18981,Naine,Coping on present income,7,10,EE
10,18983,Naine,Living comfortably on present income,7,7,EE
10,18990,Mees,Coping on present income,9,8,EE
10,19017,Naine,Coping on present income,7,8,EE
10,19055,Naine,Living comfortably on present income,7,8,EE
10,19086,Naine,Coping on present income,10,10,EE
10,19094,Naine,Living comfortably on present income,7,10,EE
10,19098,Naine,Coping on present income,8,8,EE
10,19102,Naine,Coping on present income,10,10,EE
10,19124,Naine,Coping on present income,8,10,EE
10,19134,Naine,Difficult on present income,8,9,EE
10,19137,Mees,Coping on present income,10,10,EE
10,19150,Naine,Coping on present income,10,10,EE
10,19186,Mees,Difficult on present income,8,10,EE
10,19193,Naine,Coping on present income,9,10,EE
10,19195,Naine,Coping on present income,10,9,EE
10,19197,Mees,Coping on present income,8,8,EE
10,19205,Naine,Coping on present income,9,8,EE
10,19228,Naine,Coping on present income,10,10,EE
10,19240,Mees,Difficult on present income,10,10,EE
10,19254,Mees,Coping on present income,10,10,EE
10,19255,Naine,Coping on present income,6,7,EE
10,19278,Mees,Coping on present income,5,10,EE
10,19290,Naine,Coping on present income,6,6,EE
10,19300,Naine,Very difficult on present income,9,7,EE
10,19303,Mees,Coping on present income,7,7,EE
10,19312,Naine,Coping on present income,10,10,EE
10,19328,Mees,Difficult on present income,7,5,EE
10,19335,Mees,Coping on present income,10,4,EE
10,19357,Naine,Coping on present income,3,3,EE
10,19372,Mees,Coping on present income,5,9,EE
10,19382,Mees,Coping on present income,6,10,EE
10,19393,Naine,Coping on present income,10,10,EE
10,19396,Naine,Coping on present income,10,8,EE
10,19398,Naine,Coping on present income,9,9,EE
10,19417,Mees,Coping on present income,5,4,EE
10,19428,Mees,Coping on present income,8,8,EE
10,19439,Mees,Living comfortably on present income,8,8,EE
10,19459,Mees,Coping on present income,10,10,EE
10,19470,Naine,Coping on present income,10,10,EE
10,19484,Naine,Coping on present income,7,9,EE
10,19509,Naine,Difficult on present income,10,10,EE
10,19516,Naine,Coping on present income,8,8,EE
10,19518,Naine,Coping on present income,8,8,EE
10,19582,Naine,Coping on present income,10,10,EE
10,19583,Naine,Living comfortably on present income,9,4,EE
10,19587,Naine,Coping on present income,8,8,EE
10,19598,Naine,Coping on present income,10,8,EE
10,19602,Mees,Living comfortably on present income,5,5,EE
10,19628,Mees,Coping on present income,10,10,EE
10,19630,Naine,Coping on present income,0,0,EE
10,19638,Naine,Living comfortably on present income,10,10,EE
10,19657,Naine,Coping on present income,10,10,EE
10,19663,Naine,Coping on present income,9,NA,EE
10,19685,Naine,Coping on present income,9,10,EE
10,19687,Naine,Coping on present income,10,10,EE
10,19690,Mees,Coping on present income,8,10,EE
10,19697,Naine,Difficult on present income,10,10,EE
10,19718,Naine,Coping on present income,4,4,EE
10,19737,Naine,Living comfortably on present income,8,7,EE
10,19747,Naine,Coping on present income,10,10,EE
10,19762,Naine,Coping on present income,9,9,EE
10,19794,Naine,Difficult on present income,7,10,EE
10,19808,Naine,Very difficult on present income,10,10,EE
10,19809,Naine,Living comfortably on present income,6,6,EE
10,19825,Naine,Coping on present income,7,8,EE
10,19837,Naine,Coping on present income,10,10,EE
10,19854,Mees,Coping on present income,5,8,EE
10,19868,Mees,Coping on present income,10,10,EE
10,19872,Naine,Coping on present income,9,7,EE
10,19882,Naine,Coping on present income,8,10,EE
10,19887,Naine,Living comfortably on present income,8,9,EE
10,19899,Naine,Difficult on present income,5,5,EE
10,19917,Naine,Living comfortably on present income,5,10,EE
10,19928,Naine,Living comfortably on present income,10,10,EE
10,19942,Mees,Coping on present income,5,7,EE
10,19948,Naine,Living comfortably on present income,5,10,EE
10,19952,Naine,Coping on present income,8,9,EE
10,19959,Naine,Coping on present income,0,0,EE
10,19966,Naine,Living comfortably on present income,7,7,EE
10,19973,Mees,Living comfortably on present income,5,2,EE
10,19974,Naine,Coping on present income,9,10,EE
10,19979,Mees,Living comfortably on present income,7,10,EE
10,19995,Naine,Coping on present income,7,10,EE
10,20008,Mees,Living comfortably on present income,6,8,EE
10,20048,Naine,Coping on present income,10,10,EE
10,20060,Naine,Coping on present income,10,10,EE
10,20070,Mees,Living comfortably on present income,8,8,EE
10,20077,Mees,Difficult on present income,6,9,EE
10,20081,Mees,Coping on present income,10,10,EE
10,20087,Mees,Coping on present income,5,10,EE
10,20104,Naine,Coping on present income,7,10,EE
10,20107,Mees,Living comfortably on present income,8,8,EE
10,20108,Naine,Difficult on present income,10,10,EE
10,20109,Mees,Coping on present income,6,10,EE
10,20136,Naine,Coping on present income,6,8,EE
10,20139,Naine,Living comfortably on present income,5,4,EE
10,20156,Mees,Coping on present income,3,8,EE
10,20167,Naine,Coping on present income,9,9,EE
10,20169,Mees,Coping on present income,8,6,EE
10,20172,Naine,Coping on present income,10,7,EE
10,20179,Mees,Coping on present income,10,10,EE
10,20189,Naine,Difficult on present income,10,10,EE
10,20194,Naine,Living comfortably on present income,8,8,EE
10,20199,Mees,Coping on present income,8,10,EE
10,20223,Mees,Difficult on present income,4,7,EE
10,20234,Naine,Coping on present income,5,10,EE
10,20240,Mees,Living comfortably on present income,10,7,EE
10,20243,Naine,Living comfortably on present income,10,10,EE
10,20244,Naine,Living comfortably on present income,10,10,EE
10,20264,Naine,Coping on present income,10,10,EE
10,20276,Naine,Coping on present income,7,7,EE
10,20283,Naine,Living comfortably on present income,8,7,EE
10,20287,Mees,Coping on present income,5,10,EE
10,20292,Naine,Living comfortably on present income,2,6,EE
10,20293,Naine,Coping on present income,10,10,EE
10,20309,Naine,Coping on present income,6,5,EE
10,20314,Naine,Coping on present income,4,7,EE
10,20353,Naine,Coping on present income,10,10,EE
10,20360,Mees,Coping on present income,7,7,EE
10,20364,Naine,Very difficult on present income,8,7,EE
10,20385,Mees,Coping on present income,3,3,EE
10,20389,Naine,Coping on present income,7,8,EE
10,20403,Naine,Living comfortably on present income,10,10,EE
10,20418,Mees,Difficult on present income,2,4,EE
10,20422,Naine,Difficult on present income,8,8,EE
10,20425,Mees,Coping on present income,8,10,EE
10,20427,Naine,Difficult on present income,6,7,EE
10,20428,Mees,Coping on present income,10,10,EE
10,20435,Mees,Coping on present income,5,6,EE
10,20441,Naine,Difficult on present income,6,6,EE
10,20467,Mees,Coping on present income,10,10,EE
10,20512,Mees,Living comfortably on present income,3,3,EE
10,20515,Mees,Coping on present income,7,10,EE
10,20546,Naine,Coping on present income,10,10,EE
10,20558,Mees,Coping on present income,7,6,EE
10,20566,Naine,Coping on present income,7,7,EE
10,20567,Naine,Coping on present income,7,10,EE
10,20571,Mees,Difficult on present income,5,5,EE
10,20586,Mees,Coping on present income,8,9,EE
10,20596,Naine,Coping on present income,6,9,EE
10,20604,Mees,Coping on present income,5,2,EE
10,20613,Naine,Coping on present income,10,10,EE
10,20632,Naine,Coping on present income,6,5,EE
10,20647,Naine,Coping on present income,8,8,EE
10,20681,Naine,Coping on present income,NA,NA,EE
10,20690,Naine,Coping on present income,5,6,EE
10,20695,Mees,Coping on present income,6,7,EE
10,20699,Naine,Difficult on present income,10,10,EE
10,20716,Naine,Living comfortably on present income,8,6,EE
10,20733,Mees,Coping on present income,10,8,EE
10,20740,Naine,Difficult on present income,10,8,EE
10,20757,Naine,Living comfortably on present income,7,6,EE
10,20762,Naine,Coping on present income,10,10,EE
10,20777,Mees,Living comfortably on present income,10,10,EE
10,20787,Mees,Coping on present income,10,10,EE
10,20794,Mees,Coping on present income,5,7,EE
10,20803,Naine,Coping on present income,7,10,EE
10,20804,Naine,Coping on present income,8,9,EE
10,20830,Mees,Coping on present income,6,6,EE
10,20832,Naine,Coping on present income,9,9,EE
10,20835,Naine,Very difficult on present income,5,6,EE
10,20841,Mees,Coping on present income,8,8,EE
10,20853,Mees,Coping on present income,7,5,EE
10,20891,Naine,Living comfortably on present income,7,7,EE
10,20902,Mees,Living comfortably on present income,8,7,EE
10,20926,Mees,Living comfortably on present income,10,10,EE
10,20945,Naine,Living comfortably on present income,10,10,EE
10,20946,Naine,Coping on present income,9,8,EE
10,20963,Mees,Coping on present income,7,7,EE
10,20981,Mees,Living comfortably on present income,3,4,EE
10,20983,Mees,Living comfortably on present income,10,10,EE
10,20991,Naine,Coping on present income,9,9,EE
10,20995,Naine,Difficult on present income,8,7,EE
10,20997,Mees,Coping on present income,7,8,EE
10,20999,Mees,Coping on present income,10,10,EE
10,21006,Naine,Coping on present income,7,10,EE
10,21007,Mees,Coping on present income,6,6,EE
10,21008,Naine,Coping on present income,10,10,EE
10,21034,Naine,Living comfortably on present income,10,10,EE
10,21036,Naine,Difficult on present income,8,10,EE
10,21047,Naine,Coping on present income,6,6,EE
10,21053,Naine,Living comfortably on present income,8,10,EE
10,21060,Mees,Living comfortably on present income,7,7,EE
10,21067,Naine,Coping on present income,4,10,EE
10,21080,Mees,Coping on present income,6,8,EE
10,21096,Mees,Coping on present income,7,7,EE
10,21115,Mees,Coping on present income,3,3,EE
10,21124,Mees,Difficult on present income,10,10,EE
10,21131,Naine,Coping on present income,3,10,EE
10,21136,Naine,Coping on present income,8,8,EE
10,21144,Naine,Coping on present income,7,7,EE
10,21156,Mees,Coping on present income,10,10,EE
10,21182,Naine,Living comfortably on present income,8,8,EE
10,21183,Naine,Living comfortably on present income,8,10,EE
10,21184,Naine,Living comfortably on present income,9,8,EE
10,21188,Mees,Living comfortably on present income,3,5,EE
10,21193,Mees,Coping on present income,5,8,EE
10,21194,Mees,Coping on present income,10,10,EE
10,21202,Naine,Coping on present income,10,9,EE
10,21243,Naine,Coping on present income,9,9,EE
10,21245,Naine,Coping on present income,10,10,EE
10,21256,Naine,Coping on present income,5,5,EE
10,21270,Mees,Coping on present income,3,8,EE
10,21274,Mees,Coping on present income,10,10,EE
10,21280,Mees,Coping on present income,8,8,EE
10,21281,Naine,Coping on present income,5,10,EE
10,21283,Naine,Difficult on present income,6,8,EE
10,21287,Naine,Coping on present income,10,10,EE
10,21289,Naine,Coping on present income,9,8,EE
10,21295,Mees,Coping on present income,10,7,EE
10,21296,Naine,Difficult on present income,10,10,EE
10,21307,Mees,Coping on present income,2,8,EE
10,21308,Naine,Living comfortably on present income,7,7,EE
10,21310,Mees,Coping on present income,10,10,EE
10,21346,Mees,Coping on present income,6,8,EE
10,21378,Naine,Living comfortably on present income,10,10,EE
10,21429,Naine,Coping on present income,10,10,EE
10,21430,Naine,Living comfortably on present income,5,10,EE
10,21433,Mees,Living comfortably on present income,7,8,EE
10,21455,Naine,Coping on present income,10,10,EE
10,21472,Mees,Difficult on present income,9,9,EE
10,21486,Mees,Difficult on present income,9,8,EE
10,21487,Mees,Coping on present income,6,6,EE
10,21497,Mees,Difficult on present income,8,10,EE
10,21512,Naine,Coping on present income,2,9,EE
10,21517,Naine,Coping on present income,4,5,EE
10,21526,Naine,Coping on present income,10,10,EE
10,21554,Naine,Coping on present income,7,8,EE
10,21562,Mees,Coping on present income,10,10,EE
10,21566,Mees,Living comfortably on present income,8,10,EE
10,21580,Mees,Coping on present income,10,10,EE
10,21587,Naine,Coping on present income,10,8,EE
10,21588,Naine,Living comfortably on present income,7,7,EE
10,21607,Naine,Living comfortably on present income,4,8,EE
10,21618,Mees,Coping on present income,10,7,EE
10,21644,Naine,Difficult on present income,10,10,EE
10,21666,Mees,Difficult on present income,9,8,EE
10,21690,Mees,Coping on present income,10,10,EE
10,21692,Naine,Difficult on present income,8,7,EE
10,21694,Mees,Coping on present income,5,5,EE
10,21701,Naine,Coping on present income,5,0,EE
10,21704,Naine,Coping on present income,8,8,EE
10,21716,Naine,Coping on present income,8,10,EE
10,21724,Naine,Living comfortably on present income,10,10,EE
10,21732,Naine,Coping on present income,7,7,EE
10,21740,Naine,Living comfortably on present income,9,9,EE
10,21743,Naine,Coping on present income,10,10,EE
10,21749,Mees,Living comfortably on present income,9,9,EE
10,21760,Mees,Coping on present income,0,0,EE
10,21764,Naine,Coping on present income,5,5,EE
10,21766,Mees,Coping on present income,7,8,EE
10,21778,Mees,Difficult on present income,9,9,EE
10,21779,Naine,Coping on present income,6,10,EE
10,21825,Mees,Coping on present income,9,9,EE
10,21835,Naine,Living comfortably on present income,6,6,EE
10,21852,Naine,Coping on present income,9,9,EE
10,21854,Naine,Coping on present income,6,10,EE
10,21865,Mees,Coping on present income,1,5,EE
10,21868,Mees,Difficult on present income,8,9,EE
10,21887,Mees,Living comfortably on present income,8,7,EE
10,21888,Naine,Coping on present income,8,9,EE
10,21901,Mees,Difficult on present income,5,10,EE
10,21907,Mees,Difficult on present income,8,8,EE
10,21910,Naine,Coping on present income,5,6,EE
10,21916,Naine,Living comfortably on present income,8,9,EE
10,21929,Naine,Coping on present income,10,10,EE
10,21940,Mees,Coping on present income,5,10,EE
10,21959,Naine,Difficult on present income,8,8,EE
10,21970,Naine,Coping on present income,5,5,EE
10,22009,Mees,Living comfortably on present income,10,10,EE
10,22031,Naine,Coping on present income,6,10,EE
10,22041,Naine,Coping on present income,10,10,EE
10,22066,Naine,Coping on present income,10,10,EE
10,22071,Naine,Coping on present income,7,7,EE
10,22074,Naine,Coping on present income,5,5,EE
10,22090,Mees,Coping on present income,7,6,EE
10,22099,Mees,Coping on present income,8,8,EE
10,22100,Naine,Living comfortably on present income,10,10,EE
10,22112,Mees,Very difficult on present income,10,10,EE
10,22128,Mees,Living comfortably on present income,10,10,EE
10,22143,Naine,Coping on present income,5,5,EE
10,22144,Mees,Living comfortably on present income,8,8,EE
10,22166,Mees,Coping on present income,5,8,EE
10,22186,Naine,Coping on present income,1,8,EE
10,22220,Mees,Difficult on present income,8,10,EE
10,22221,Naine,Coping on present income,9,10,EE
10,22227,Naine,Difficult on present income,5,6,EE
10,22254,Mees,Coping on present income,7,7,EE
10,22261,Naine,Coping on present income,10,10,EE
10,22275,Naine,Difficult on present income,10,10,EE
10,22287,Naine,Living comfortably on present income,5,5,EE
10,22299,Mees,Difficult on present income,2,2,EE
10,22310,Mees,Coping on present income,7,8,EE
10,22317,Mees,Living comfortably on present income,6,7,EE
10,22332,Naine,Difficult on present income,7,10,EE
10,22373,Naine,Living comfortably on present income,10,10,EE
10,22394,Mees,Living comfortably on present income,5,5,EE
10,22395,Naine,Coping on present income,10,7,EE
10,22402,Naine,Coping on present income,9,10,EE
10,22403,Naine,Coping on present income,8,7,EE
10,22414,Mees,Coping on present income,8,8,EE
10,22441,Mees,Coping on present income,10,10,EE
10,22445,Mees,Coping on present income,5,5,EE
10,22452,Naine,Coping on present income,6,8,EE
10,22493,Mees,Very difficult on present income,10,0,EE
10,22504,Naine,Coping on present income,10,10,EE
10,22518,Naine,Coping on present income,7,6,EE
10,22533,Naine,Coping on present income,5,5,EE
10,22535,Naine,Coping on present income,10,10,EE
10,22536,Naine,Living comfortably on present income,8,9,EE
10,22537,Mees,Coping on present income,7,8,EE
10,22550,Naine,Coping on present income,7,9,EE
10,22559,Naine,Coping on present income,8,10,EE
10,22608,Naine,Living comfortably on present income,10,8,EE
10,22609,Naine,Difficult on present income,9,10,EE
10,22610,Mees,Living comfortably on present income,8,8,EE
10,22614,Mees,Difficult on present income,6,7,EE
10,22675,Naine,Difficult on present income,10,10,EE
10,22677,Naine,Coping on present income,10,10,EE
10,22688,Naine,Coping on present income,5,6,EE
10,22690,Mees,Coping on present income,9,8,EE
10,22692,Mees,Living comfortably on present income,7,6,EE
10,22700,Naine,Coping on present income,8,10,EE
10,22713,Naine,Coping on present income,8,9,EE
10,22714,Mees,Coping on present income,8,10,EE
10,22722,Naine,Living comfortably on present income,8,9,EE
10,22724,Mees,Coping on present income,10,10,EE
10,22725,Naine,Coping on present income,10,10,EE
10,22767,Naine,Coping on present income,8,7,EE
10,22782,Naine,Coping on present income,9,9,EE
10,22793,Mees,Coping on present income,10,10,EE
10,22802,Mees,Difficult on present income,8,6,EE
10,22806,Naine,Difficult on present income,7,5,EE
10,22822,Mees,Very difficult on present income,9,9,EE
10,22827,Mees,Living comfortably on present income,10,10,EE
10,22829,Naine,Living comfortably on present income,6,9,EE
10,22833,Naine,Coping on present income,5,9,EE
10,22840,Mees,Living comfortably on present income,2,4,EE
10,22857,Naine,Difficult on present income,8,7,EE
10,22864,Mees,Difficult on present income,8,9,EE
10,22870,Naine,Coping on present income,10,8,EE
10,22872,Mees,Coping on present income,2,8,EE
10,22874,Mees,Coping on present income,10,10,EE
10,22890,Mees,Living comfortably on present income,5,10,EE
10,22899,Naine,Difficult on present income,8,8,EE
10,22908,Naine,Coping on present income,9,9,EE
10,22965,Mees,Difficult on present income,6,8,EE
10,22985,Mees,Coping on present income,8,8,EE
10,22992,Mees,Coping on present income,6,7,EE
10,23005,Mees,Living comfortably on present income,5,8,EE
10,23006,Naine,Coping on present income,10,10,EE
10,23013,Naine,Coping on present income,8,10,EE
10,23025,Mees,Living comfortably on present income,8,8,EE
10,23033,Mees,Living comfortably on present income,6,8,EE
10,23038,Mees,Difficult on present income,10,10,EE
10,23057,Naine,Living comfortably on present income,9,9,EE
10,23073,Mees,Very difficult on present income,10,10,EE
10,23080,Naine,Coping on present income,5,5,EE
10,23081,Mees,Coping on present income,10,10,EE
10,23101,Naine,Coping on present income,8,5,EE
10,23102,Naine,Coping on present income,10,10,EE
10,23110,Naine,Difficult on present income,5,6,EE
10,23121,Naine,Living comfortably on present income,8,9,EE
10,23126,Naine,Coping on present income,6,NA,EE
10,23139,Naine,Coping on present income,5,10,EE
10,23143,Mees,Coping on present income,6,8,EE
10,23152,Naine,Very difficult on present income,10,5,EE
10,23156,Mees,Living comfortably on present income,8,10,EE
10,23159,Mees,Living comfortably on present income,6,6,EE
10,23169,Naine,Living comfortably on present income,7,4,EE
10,23176,Naine,Coping on present income,8,9,EE
10,23181,Mees,Difficult on present income,8,9,EE
10,23260,Naine,Very difficult on present income,10,10,EE
10,23269,Naine,Coping on present income,10,10,EE
10,23288,Naine,Difficult on present income,10,10,EE
10,23293,Mees,Coping on present income,4,5,EE
10,23300,Naine,Coping on present income,10,10,EE
10,23301,Naine,Coping on present income,6,9,EE
10,23305,Naine,Coping on present income,6,8,EE
10,23310,Naine,Coping on present income,9,8,EE
10,23313,Naine,Living comfortably on present income,6,8,EE
10,23339,Naine,Coping on present income,9,9,EE
10,23363,Mees,Living comfortably on present income,8,8,EE
10,23372,Mees,Coping on present income,8,9,EE
10,23401,Mees,Difficult on present income,9,9,EE
10,23408,Naine,Coping on present income,4,4,EE
10,23416,Naine,Coping on present income,5,5,EE
10,23431,Mees,Coping on present income,4,5,EE
10,23447,Naine,Coping on present income,10,10,EE
10,23461,Naine,Living comfortably on present income,10,10,EE
10,23463,Mees,Coping on present income,8,8,EE
10,23490,Naine,Living comfortably on present income,8,8,EE
10,23519,Naine,Coping on present income,7,10,EE
10,23521,Naine,Coping on present income,4,5,EE
10,23522,Naine,Coping on present income,8,8,EE
10,23529,Mees,Living comfortably on present income,3,8,EE
10,23530,Naine,Difficult on present income,10,10,EE
10,23533,Naine,Coping on present income,8,9,EE
10,23540,Naine,Difficult on present income,10,8,EE
10,23541,Mees,Living comfortably on present income,9,9,EE
10,23548,Mees,Coping on present income,7,5,EE
10,23570,Naine,Coping on present income,10,10,EE
10,23579,Naine,Coping on present income,8,9,EE
10,23582,Mees,Coping on present income,8,8,EE
10,23585,Mees,Living comfortably on present income,7,7,EE
10,23588,Mees,Coping on present income,7,6,EE
10,23595,Mees,Coping on present income,4,10,EE
10,23599,Naine,Coping on present income,9,9,EE
10,23601,Mees,Difficult on present income,0,7,EE
10,23603,Mees,Coping on present income,10,10,EE
10,23606,Naine,Coping on present income,6,6,EE
10,23613,Naine,Difficult on present income,5,10,EE
